EntryID,LemmaID,Code,Batch,List,Item,YouTube Video,VimeoVideoHTML,VimeoVideo,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),InCDI,CDI Semantic Category,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFreq(Z-Nonnative),SignFrequency(N-Nonnative),PercentGlossAgreement(Nonnative),PercentUnknown(Nonnative),DominantTranslation,Transparency M,Transparency SD,Transparency Z,H index,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,PhonotacticProbability,Iconicity(Z),Iconicity(M),Iconicity(SD),Iconicity(N),Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankSemanticField,SignBankID,Neighborhood Density
break_down,break_down,F_01_030,F1,1.0,30.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ktpE89VboAc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346488336?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346488336,5.037,1.3719999999999999,0.41100000000000003,27,0.0,5.0,1.5190000000000001,0.34700000000000003,14,0.0,,,,,Verb,467.0,1535.0,1068.0,2035.0,No,,,,,,,,,,1.0,,0,0,0,1,c,0,imrp,Curved,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,1.26,0.48,13,,0.0,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.7909999999999999,0.5539999999999999,0.622,0.602,0.878,0.684,0.657,0.836,8.251,0.20800000000000002,4.1819999999999995,1.776,33.0,488,11,BREAKDOWN,"collapse, crash, crumble, deconstruction, fall down, tear down, breakdown",BREAKDOWN,Event,2036.0,11
breakdown,breakdown,B_01_064,B,1.0,64.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/FkjUk81LYGo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344399541?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344399541,4.333,1.903,-0.18,24,0.0,3.846,1.625,-0.43700000000000006,13,0.0,,,,2.573,Verb,501.0,1001.0,501.0,1835.0,No,,3.13,1.88,31.0,0.11,2.73,1.72,22.0,-0.06,1.0,Arbitrary,0,0,0,1,curved_5,0,imrp,Curved,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,2.12,0.12,11,,0.0,,4.11,1.79,0.24,2.51,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.7909999999999999,0.5539999999999999,0.622,0.39799999999999996,0.878,0.684,0.657,0.836,8.046,0.408,3.741,1.81,27.0,512,11,BREAKDOWN,"collapse, crash, crumble, deconstruction, fall down, tear down, breakdown",BREAKDOWN,Event,2036.0,15
breakfast_1,breakfast,F_01_073,F,1.0,73.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/pumGy6LQfqw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346489772?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346489772,6.037000000000001,1.4,0.983,27,0.0,6.428999999999999,0.938,1.1520000000000001,14,0.0,1.0,1.0,,3.529,Noun,601.0,1668.0,1068.0,2302.0,Yes,Games and Routines,,,,,,,,,0.0,Arbitrary,0,0,1,2,o,0,imrp,Curved,0.0,0.0,0.0,Open,1.0,OneHanded,Straight,0,Head,Mouth,,1,,0,open_b,1.0,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,18.0,5.62,1.71,0.8,13,1.0,0.0,breakfast,,,,,0.392,0.266,0.046,0.0,0.457,0.449,0.225,0.7909999999999999,0.5539999999999999,0.622,0.602,0.878,0.316,0.657,0.836,7.091,,,,,354,10,EAT-MORNING,"breakfast, compound, eat, morning",EAT-MORNING,None,49.0,8
breakfast_2,breakfast,J_01_053,J,1.0,53.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/D4TBKecc300?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346919173?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346919173,4.678999999999999,2.161,0.311,30,0.067,4.643,2.17,0.155,15,0.067,0.9640000000000001,1.0,breakfast,3.529,Noun,667.0,1668.0,1001.0,2135.0,No,,,,,,,,,,2.0,Arbitrary,1,0,0,1,closed_b,0,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,OneHanded,Circular,1,Head,Chin,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,2.23,0.47,15,0.929,0.067,breakfast,,,,,0.392,0.266,0.037000000000000005,0.17800000000000002,0.076,0.449,0.409,0.7909999999999999,0.446,0.622,0.602,0.878,0.684,0.34299999999999997,0.836,7.007999999999999,-0.66,1.5830000000000002,1.018,24.0,65,3,BREAKFAST,"breakfast, food, meal",BREAKFAST,None,50.0,2
breaktime,breaktime,J_01_047,J,1.0,47.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/c8QgeqfFCtE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346918385?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346918385,5.414,1.268,0.706,30,0.033,5.428999999999999,1.399,0.629,15,0.067,,,,,Noun,501.0,1368.0,868.0,1869.0,No,,,,,,,,,,2.0,Arbitrary,0,0,0,1,closed_b,0,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Other,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,1.18,0.78,15,,0.0,,,,,,0.175,0.25,0.025,0.0,0.457,0.449,0.409,0.7909999999999999,0.5539999999999999,0.622,0.602,0.878,0.684,0.34299999999999997,0.836,7.0729999999999995,-0.19399999999999998,2.625,1.61,24.0,376,0,BREAKTIME,"break, breaktime, halftime, intermission, pause, recess, time for a break",BREAKTIME,None,421.0,0
breathe,breathe,D_03_051,D,3.0,51.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/r67Ux25lNIY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345984758?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345984758,4.038,1.371,-0.055999999999999994,26,0.0,4.313,1.3019999999999998,0.061,16,0.0,,,,3.3939999999999997,Verb,567.0,1602.0,1034.0,2336.0,No,,5.81,1.1,26.0,1.39,5.61,1.09,18.0,1.32,3.0,,0,0,0,1,5,0,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,BackAndForth,0,Body,TorsoTop,BodyAway,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,1.43,-0.24,10,,0.0,,,,,,0.345,0.094,0.032,0.045,0.026000000000000002,0.449,0.409,0.7909999999999999,0.5539999999999999,0.622,0.39799999999999996,0.878,0.684,0.657,0.836,6.818,1.2009999999999998,5.391,1.8030000000000002,23.0,29,1,BREATHE,"breath, breathe, breathing, chest, exhale, inhale, sigh",BREATHE,Event,2135.0,2
brick,brick,H_02_085,H,2.0,85.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/2Q51lZ8Y9f0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346883838?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346883838,4.678999999999999,1.307,0.33299999999999996,28,0.0,4.7860000000000005,1.188,0.38299999999999995,14,0.0,0.7140000000000001,0.7140000000000001,,2.716,Noun,467.0,1268.0,801.0,1835.0,No,,,,,,,,,,1.0,Arbitrary,0,0,0,1,curved_l,1,i,Curved,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,f,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,1.45,0.28,14,0.7140000000000001,0.0,card,,,,,0.345,0.363,0.363,0.426,0.457,0.261,0.225,0.209,0.5539999999999999,0.622,0.0,0.0,0.316,0.657,0.836,5.635,0.355,3.9130000000000003,1.474,23.0,491,6,BRICK,"block, brick",BRICK,None,2136.0,6
bridesmaid,bridesmaid,A_03_016,A,3.0,16.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/hsmq4K_EomM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344225430?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344225430,3.0,1.956,-0.474,24,0.04,2.8,1.859,-0.5770000000000001,15,0.0,0.792,0.8,,2.1,Noun,767.0,1401.0,634.0,1969.0,No,,2.79,1.47,31.0,-0.3,2.44,1.34,19.0,-0.42,1.0,Arbitrary,0,0,0,1,s,0,imrp,FullyClosed,0.0,,0.0,Closed,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,,1,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,2.18,-0.3,10,0.778,0.1,bridesmaid,,,,,0.345,0.363,0.363,0.0,0.457,0.449,0.067,0.7909999999999999,0.446,0.622,0.0,0.878,0.316,0.34299999999999997,0.836,6.275,-0.619,2.333,1.6469999999999998,30.0,524,16,BRIDESMAID,"bouquet, bridesmaid, flowers, wedding",BRIDESMAID,None,2450.0,9
bridge,bridge,A_03_081,A,3.0,81.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/zY7jODVyGoE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345531293?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345531293,4.2,1.6580000000000001,0.115,25,0.0,4.333,1.345,0.215,15,0.0,,,,3.3680000000000003,Noun,1201.0,1735.0,534.0,2803.0,No,,4.13,1.96,31.0,0.4,3.95,2.04,19.0,0.35,3.0,Arbitrary,0,0,0,1,h,1,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,OneHanded,Curved,0,Arm,ForearmFront,ForearmFront,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.11,-0.04,10,,0.0,,,,,,0.392,0.026000000000000002,0.001,0.001,0.233,0.14,0.409,0.7909999999999999,0.5539999999999999,0.622,0.602,0.878,0.684,0.34299999999999997,0.836,6.51,-0.142,3.286,1.848,21.0,43,1,BRIDGE,bridge,BRIDGE,None,662.0,0
bridge_2,bridge_2,K_01_018,,,,,"<iframe src=https://player.vimeo.com/video/341888472?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/341888472,4.52,1.851,0.20199999999999999,27,0.07400000000000001,4.111000000000001,2.028,0.28300000000000003,11,0.182,,,BRIDGE,3.3680000000000003,Noun,667.0,1768.0,1101.0,2436.0,No,,,,,,,,,,3.0,,0,0,0,1,curved_v,1,im,Curved,0.0,1.0,0.0,Closed,0.0,OneHanded,Curved,0,Arm,ForearmFront,ElbowBack,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,1.77,0.16,16,,0.0,,,,,,0.392,0.026000000000000002,0.001,0.004,0.233,0.14,0.225,0.7909999999999999,0.5539999999999999,0.622,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,6.125,-0.32,2.833,1.659,24.0,27,2,BRIDGE,bridge,BRIDGE,None,662.0,0
bright,bright,F_03_028,F3,3.0,28.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/lzlOhq5shpk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346600944?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346600944,5.63,1.182,0.757,27,0.0,5.643,1.151,0.745,14,0.0,,,,3.355,Adjective,601.0,1368.0,767.0,2069.0,No,,,,,,,,,,2.0,,0,0,0,1,o,0,imrp,Curved,1.0,0.0,1.0,Open,1.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,1,o,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62,1.26,0.77,13,,0.0,,,,,,0.345,0.363,0.363,0.426,0.233,0.449,0.225,0.209,0.5539999999999999,0.622,0.602,0.122,0.316,0.657,0.836,6.3229999999999995,0.836,5.545,1.5430000000000001,33.0,284,8,,,,,,7
bring,bring,F_03_004,F3,3.0,4.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/TL8zEHfOWAw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346599282?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346599282,6.185,1.0390000000000001,1.037,27,0.0,6.2860000000000005,0.914,1.07,14,0.0,,,,4.2219999999999995,Verb,434.0,1301.0,868.0,1935.0,Yes,Action Signs,,,,,,,,,1.0,Pantomimic,0,0,0,1,open_b,1,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,26.0,6.08,1.19,1.0,13,,0.0,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.409,0.7909999999999999,0.5539999999999999,0.37799999999999995,0.602,0.878,0.684,0.657,0.836,8.191,0.5529999999999999,5.03,1.776,33.0,541,24,BRING,"bring, carry, deliver, delivery",BRING,Event,51.0,37
brother,brother,B_01_065,B,1.0,65.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/yJOco5GL-Gw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344399715?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344399715,5.48,1.4180000000000001,0.5329999999999999,25,0.0,5.357,1.646,0.43,14,0.0,,,,4.1610000000000005,Noun,434.0,1001.0,567.0,1635.0,Yes,People,1.55,0.85,31.0,-0.71,1.41,0.73,22.0,-0.75,2.0,Arbitrary,0,0,1,2,a,0,t,,,,,Open,,OneHanded,None,0,Head,Forehead,,1,,0,l,0.0,i,FullyOpen,0.0,,,Open,0.0,AsymmetricalSameHandshape,Straight,,Hand,FingerRadial,,1.0,l,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,19.0,5.64,1.12,0.66,11,,0.0,,2.4,1.27,-0.62,2.65,0.392,0.266,0.039,0.0,0.153,0.057,0.0,0.0,0.5539999999999999,0.622,0.0,0.0,0.0,0.657,0.836,3.576,-0.877,1.074,0.385,27.0,258,12,BROTHERal,"brother, male sibling, BROTHERal",BROTHER,None,3013.0,12
brown,brown,D_03_045,D,3.0,45.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/kcGh8d83Ybw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345984455?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345984455,4.923,1.412,0.425,26,0.0,5.125,1.31,0.483,16,0.0,,,,3.487,Adjective,501.0,1268.0,767.0,2002.0,Yes,Descriptive Signs,1.04,0.2,26.0,-1.07,1.0,0.0,18.0,-1.06,1.0,Arbitrary,1,0,0,1,closed_b,0,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,OneHanded,Straight,0,Head,Chin,Chin,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,28.0,4.6,1.58,0.33,10,,0.0,,,,,,0.392,0.266,0.037000000000000005,0.012,0.457,0.449,0.409,0.7909999999999999,0.5539999999999999,0.622,0.602,0.878,0.684,0.34299999999999997,0.836,7.331,-0.8490000000000001,1.24,0.6629999999999999,25.0,341,8,BROWN,"brown, color",BROWN,Color,53.0,4
brush,brush,A_01_072,A,1.0,72.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/9PHoBydY3es?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344218930?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344218930,3.733,2.258,-0.179,30,0.032,4.056,2.261,0.005,18,0.0,,,,2.859,Noun,467.0,1301.0,834.0,2169.0,Yes,Small Household Items,5.71,1.74,31.0,1.21,5.16,1.98,19.0,0.94,1.0,Pantomimic,0,0,0,1,baby_o,1,i,Bent,0.0,,,Open,1.0,OneHanded,Straight,1,Head,HeadAway,HeadAway,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,16.0,3.25,2.26,-0.46,13,,0.077,,,,,,0.392,0.266,0.066,0.17800000000000002,0.457,0.261,0.099,0.7909999999999999,0.446,0.37799999999999995,0.0,0.0,0.316,0.657,0.836,5.143,1.7109999999999999,6.622000000000001,0.639,37.0,353,10,BRUSH-HAIRs,"brush, brush-hair, comb, hairbrush, to brush, to brush hair",BRUSH,None,55.0,10
bubbles,bubbles,E_02_052,E2,2.0,52.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/sTdhH6q5GKk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346058955?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346058955,2.3930000000000002,1.595,-1.0979999999999999,32,0.125,2.3080000000000003,1.182,-1.151,15,0.133,0.654,0.583,,2.4859999999999998,Noun,567.0,1568.0,1001.0,2202.0,Yes,Toys,,,,,,,,,1.0,Both,0,0,0,1,s,0,imrp,FullyClosed,1.0,,1.0,Closed,1.0,SymmetricalOrAlternating,Straight,1,Head,Mouth,HeadAway,1,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,19.0,2.47,1.92,-1.05,17,0.7140000000000001,0.11800000000000001,blow_baloon,,,,,0.345,0.266,0.046,0.17800000000000002,0.457,0.449,0.067,0.209,0.446,0.622,0.0,0.122,0.316,0.34299999999999997,0.836,4.702,0.166,4.103,1.739,29.0,388,0,BALLOONcc,"balloon, blow up, inflate",BALLOON,-,2088.0,3
buckle_1,buckle_1,K_02_056,,,,,"<iframe src=https://player.vimeo.com/video/342141499?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342141499,4.76,1.69,0.327,25,0.0,4.1819999999999995,1.662,0.325,11,0.0,,,BUCKLE,2.412,Noun,534.0,1702.0,1168.0,2236.0,No,,,,,,,,,,3.0,,0,0,0,1,h,1,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,DominanceViolation,Curved,0,Hand,HandAway,FingerBack,1,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,1.63,0.33,14,,0.0,,,,,,0.023,0.25,0.035,0.01,0.233,0.14,0.409,0.7909999999999999,0.5539999999999999,0.622,0.602,0.878,0.684,0.34299999999999997,0.836,6.409,0.354,4.292,1.601,24.0,198,0,,,,,,0
